text,ID,genre,filename,C1_agency,C1_event,C1_world,C1_overall,C2_agency,C2_event,C2_world,C2_overall,C3_agency,C3_event,C3_world,C3_overall,SPACE,avg_agency,avg_event_seq,avg_worldmaking,avg_overall,maxdiff_agency,maxdiff_es,maxdiff_wm,maxdiff_overall,avg_maxdiff,AD
"Provers of the plant have found it produce a ""bilious
fever, "" with severe headache, redness of the face, nausea,
soreness over the liver, constipation, and high coloured
urine. Acting on which experience, a tincture, prepared
(H.) from the whole plant, may be confidently given
in frequent small well diluted doses with water for
influenza, or for a similar feverish chill, with breakbone
pains, prostration, hot dry skin, and some bilious
vomiting. Likewise a tea made with boiling water
poured on the dried leaves will give prompt relief if
taken hot at the onset of a bilious catarrh, or of
influenza. This plant also is named Eupatmium because
it refers, as Pliny says, to Eupator, a king of Pontus. In Holland it is used for jaundice, with swollen feet:
and in America it belongs to the tribe of bone sets.",15,19CNONFIC,19CNONFIC_5S_coo-31924001786130-norm.txt,2,4,4,3.333333333,1,3,4,2.666666667,1,2,4,2.333333333,,1.333333333,3,4,2.777777778,1,2,0,1,1,0.37037037
"Regt. Vols., to forfeit to the Confederate
States all p.iy and allowances due him to this date, to have his head
shaved in the presence of his Regiment, and to be drummed out of though
service. 11th. Private John C. Reeves, Co. ""A, "" 11th Ala. Regt. Charge 1st.",71,19CNONFIC,19CNONFIC_5S_dul1-ark-13960-t6vx15x6z-norm.txt,2,1,1,1.333333333,3,3,3,3,2,1,1,1.333333333,,2.333333333,1.666666667,1.666666667,1.888888889,1,2,2,1.666666667,1.666666667,0.740740741
"Relation de divers Voyages Curieux, IV Party. A Paris, 1672.in fol. THis Fourth part of the Curious Voyages of the worthy M.Thevenot is as yet but begun, there being only printed of it and transmitted to us two Discourses, the one containing a Portraiture of the Indians by D. Juan de Palafox, Bishop de la Puebla de los Angelos; the other being a Relation of the Voyages of N. N.into the River della Plata and from thence over Land into Perou. Concerning the former, the said Bishop having in NewSpain for several years exercised the Charge of Visitor and Vice-Roy as well as Bishop, and thereby acquired a perfect knowledge of the evils, which those Indians were made to suffer, he presented this discourse to Philip IV. King of Spain, to acquaint him with the Innocence of those people, the ill treatment they lay under, and the remedies that might be administred for it.",323,SCIENCE,SCIENCE_5S_100970____1672.txt,3,2,2,2.333333333,2,2,2,2,2,1,1,1.333333333,,2.333333333,1.666666667,1.666666667,1.888888889,1,1,1,1,1,0.37037037
"Robert McIntyre looked down with curious eyes at the broad-spread building. It had long been a mystery and a subject of gossip for the whole country side. Hardly a year had elapsed since the rumour had first gone about that a millionaire had bought a tract of land, and that it was his intention to build a country seat upon it. Since then the work had been pushed on night and day, until now it was finished to the last detail in a shorter time than it takes to build many a six-roomed cottage. Every morning two long special trains had arrived from Birmingham, carrying down a great army of labourers, who were relieved in the evening by a fresh gang, who carried on their task under the rays of twelve enormous electric lights.",680,NOVEL19C,NOVEL19C_5S_1-EN_1891_Doyle-ArthurConan_TheDoingsofRafflesHaw_Novel.txt,4,3,4,3.666666667,3,5,5,4.333333333,2,2,3,2.333333333,,3,3.333333333,4,3.444444444,2,3,2,2,2.333333333,0.740740741
"Roseline for some minutes remained in a state of total insensibility, but the Baron soon recovered sufficient recollection to look around him; his eyes were again fixed on the prisoner with a look rather of tenderness than displeasure. ""Tell me, youth, (he cried,) whence comest thou?â€”to whom dost thou belong? Those features are as familiar to my astonished sight as they were once deeply engraved on my heart. Hadst thou worn any other countenance but that of my once-loved Isabella, my sword ere now should have taught thee to respect those sacred rites thou hast so rudely interrupted, but that is the shield which still protects thee, and by some invisible influence withholds my arm from punishing thy daring intrusion. ""Then hesitate no longer, my lord, to execute your proposed vengeance!â€”(said Walter, gracefully bending one knee to the ground, and baring his bosom, as if to receive the uplifted sword of the Baron.",609,NOVEL19C,NOVEL19C_5S_1-EN_1796_Bonhote-Elizabeth_BungayCastle_Novel.txt,4,2,3,3,4,4,5,4.333333333,3,2,3,2.666666667,,3.666666667,2.666666667,3.666666667,3.333333333,1,2,2,1.666666667,1.666666667,0.666666667
"said Clifford apart, in a tone of approach. ""You are thinking of that dismal old house, and of Cousin Jaffrey""â€”here came the quake through him,â€”""and of Cousin Jaffrey sitting there, all by himself! Take my advice,â€”follow my example,â€”and let such things slip aside. Here we are, in the world, Hepzibah!â€”in the midst of life!â€”in the throng of our fellow beings! Let you and I be happy!",649,NOVEL19C,NOVEL19C_5S_1-EN_1851_Hawthorne-Nathaniel_TheHouseoftheSevenGables_Novel.txt,3,1,1,1.666666667,3,3,3,3,2,1,2,1.666666667,,2.666666667,1.666666667,2,2.111111111,1,2,2,1.333333333,1.666666667,0.592592593
"Say, lemme hear you read."" I took up a book and begun something about General Washington and the wars. When I'd read about a half a minute, he fetched the book a whack with his hand and knocked it across the house. He says:

""It's so. You can do it.",671,NOVEL19C,NOVEL19C_5S_1-EN_1884_Twain-Mark_TheAdventuresofHuckleberryFinn_Novel.txt,4,4,4,4,5,5,5,5,2,4,3,3,,3.666666667,4.333333333,4,4,3,1,2,2,2,0.666666667
"See you not, Julia, how I am altered? Should you have known me for the sprightly girl who was always welcome at the haunts of hilarity and mirth?"" ""Indeed,"" said I, ""you appear indisposed; but I will be your physician. Company and change of air will, I doubt not, restore you."" ""Will these cure disorders of the mind, Julia?""",611,NOVEL19C,NOVEL19C_5S_1-EN_1797_Foster-HannahWebster_TheCoquette_Novel.txt,4,3,3,3.333333333,3,3,3,3,3,2,3,2.666666667,,3.333333333,2.666666667,3,3,1,1,0,0.666666667,0.666666667,0.222222222
"Selecting the variety to be grown is one of the
most important points in connexion with growing
and feeding root crops. To obtain the most profitable
results, it must not only be the variety best
suited to the soil and the one that can be grown
at the lowest cost per bushel, but must also produce
the greatest return when fed to the cows or
fattening stock. We will first speak of the choice of varieties for
feeding in the dairy. It is a generally conceded
fact, which we will speak of in the chapter on feeding,
that coarse, rank varieties of turnips will impart
a strong, unpleasant flavour to the milk or
butter when fed to cows in profit. We think that
this great objection could be largely overcome by
raising for feeding purposes the same fine varieties
that we raise for table use.",32,19CNONFIC,19CNONFIC_5S_coo-31924019135759-norm.txt,2,3,3,2.666666667,2,3,3,2.666666667,1,3,4,2.666666667,,1.666666667,3,3.333333333,2.666666667,1,0,1,0,0.666666667,0
"Several illustrations are at command,
but we select only one, which, from the
magnitude of the issues involved, will
place the argument ""fully before the
reader. We allude to the division in
the Baptist and Methodist Episcopal
Churches. In the case of the Baptist
Church, it was a rupture of general
relations which existed for benevolent
objects in the form of convention. In
the case of the M. E. Church it was
a rupture in the highest legislative
body of the Church, aud hence was organic. The separation proved of incalculable
benefit to both these parties.",65,19CNONFIC,19CNONFIC_5S_dul1-ark-13960-t48p6th63-norm.txt,3,4,1,2.666666667,1,2,2,1.666666667,2,2,2,2,,2,2.666666667,1.666666667,2.111111111,2,2,1,1,1.666666667,0.37037037
"She had apparently forgotten all about him, and was looking toward the platform. A man was speaking thereâ€”Jurgis heard his voice vaguely; but all his thoughts were for this woman's face. A feeling of alarm stole over him as he stared at her. It made his flesh creep. What was the matter with her, what could be going on, to affect any one like that?",704,NOVEL19C,NOVEL19C_5S_1-EN_1906_Sinclair-Upton_TheJungle_Novel.txt,4,5,5,4.666666667,4,3,4,3.666666667,3,4,4,3.666666667,,3.666666667,4,4.333333333,4,1,2,1,1,1.333333333,0.444444444
"She never saw Man that fne did not desire;
she never desired a Man, but fte found some
Means ro enjoy him; which brings to my Mind
a pleasant Adventure of hers. In the Number of
her Gallants, fly happened unfortunately to find
one that bellowed a Favour upon her, whicn she
could not get rid of witiiout the Help of the
Phyiidan. WilJ. Galliard happened to come and
see her in this Condition; she received him with
a great deal of Indignacion, with the sweet Appellations
of Rogue, Villain, and the like. Madam,
laid he, what Occasion have I given for
this inhumane Treatment?",69,19CNONFIC,19CNONFIC_5S_dul1-ark-13960-t6f19nf79-norm.txt,4,3,2,3,5,4,4,4.333333333,3,3,3,3,,4,3.333333333,3,3.444444444,2,1,2,1.333333333,1.666666667,0.592592593
"She reiterated her injunctions to him to leave her, till, in the simplicity of his spirit, he was preparing to comply. When he had nearly reached the door, Marionetta said, 'Farewell.' Scythrop looked back. 'Farewell, Scythrop,' she repeated, 'you will never see me again.' 'Never see you again, Marionetta?'",626,NOVEL19C,NOVEL19C_5S_1-EN_1818_Peacock-ThomasLove_NightmareAbbey_Novel.txt,3,2,2,2.333333333,4,4,4,4,2,1,2,1.666666667,,3,2.333333333,2.666666667,2.666666667,2,3,2,2.333333333,2.333333333,0.888888889
"She snatched at the instrument, and half succeeded in getting it out of his loosened fingers: but her action recalled him to the present; he recovered it speedily. â€˜Now, Catherine Linton,â€™ he said, â€˜stand off, or I shall knock you down; and, that will make Mrs. Dean mad.â€™

Regardless of this warning, she captured his closed hand and its contents again. â€˜We will go!â€™ she repeated, exerting her utmost efforts to cause the iron muscles to relax; and finding that her nails made no impression, she applied her teeth pretty sharply. Heathcliff glanced at me a glance that kept me from interfering a moment. Catherine was too intent on his fingers to notice his face.",643,NOVEL19C,NOVEL19C_5S_1-EN_1847_Bronte-Emily_WutheringHeights_Novel.txt,5,5,4,4.666666667,5,5,5,5,4,4,4,4,,4.666666667,4.666666667,4.333333333,4.555555556,1,1,1,1,1,0.37037037
"Some Additions of Mr. Lyster to his former Communications about Vegetable Excrescencies, and Ichneumon Wasps; together with an Inquiry concerning Tarantula 's, and a Discovery of another Musk-sented Insect: transmitted to the Publisher from York in two Letters, of Octob.16. and 28. 1671. The Extract of one of these Letters: -THat this Letter may not be without all matter of Philosophy, you may take an occasion to put this Quaere to your correspondents of Italy, viz. Whether the Tarantula be not a Phalangium ( that is, a fixeyed skipping Spider ) as Matthiolus and others seem to tell us?",362,SCIENCE,SCIENCE_5S_101108____1671.txt,1,1,2,1.333333333,2,2,1,1.666666667,1,1,1,1,,1.333333333,1.333333333,1.333333333,1.333333333,1,1,1,0.666666667,1,0.222222222
"Some Instances of Changes made in the Earth, as of Land gained from the Sea, and Mountains considerably diminished in height. Of Minerals, and particularly of Mines of Precious Stones, as Amethysts, Emerauds, Topazes, Jaspers, Granates, &amp; c. observed in the Voyage into Spain; of petrified Shells, which Subjects he handles both largely and ingeniously. iij. Of Plants, more especially remarked by our Travellor in all the places where he passed, witness the particular Catalogue of them, annexed at the end of this Book. iiij.",325,SCIENCE,SCIENCE_5S_100980____1672.txt,1,2,5,2.666666667,2,1,1,1.333333333,1,1,1,1,,1.333333333,1.333333333,2.333333333,1.666666667,1,1,4,1.666666667,2,0.666666667
"Some of those, excited in my own, anxious
concern for your welfare, temporal and eternal, prompts
me to communicate. May they be received with candour
; and may God bless them for your good ! By these dispensations you are impressively taught,
that neither youth, nor rank, nor learning, nor virtue. 17

Hor piety, affords security against the arrest of death. All must die.",54,19CNONFIC,19CNONFIC_5S_dul1-ark-13960-t1gj0bj26-norm.txt,2,4,2,2.666666667,3,2,1,2,1,1,1,1,,2,2.333333333,1.333333333,1.888888889,2,3,1,1.666666667,2,0.592592593
"Soon all the boats but Starbuck's were dropped; all the boat-sails setâ€”all the paddles plying; with rippling swiftness, shooting to leeward; and Ahab heading the onset. A pale, death-glimmer lit up Fedallah's sunken eyes; a hideous motion gnawed his mouth. Like noiseless nautilus shells, their light prows sped through the sea; but only slowly they neared the foe. As they neared him, the ocean grew still more smooth; seemed drawing a carpet over its waves; seemed a noon-meadow, so serenely it spread. At length the breathless hunter came so nigh his seemingly unsuspecting prey, that his entire dazzling hump was distinctly visible, sliding along the sea as if an isolated thing, and continually set in a revolving ring of finest, fleecy, greenish foam.",650,NOVEL19C,NOVEL19C_5S_1-EN_1851_Melville-Hermann_MobyDick_Novel.txt,2,5,5,4,3,5,5,4.333333333,2,4,5,3.666666667,,2.333333333,4.666666667,5,4,1,1,0,0.666666667,0.666666667,0.222222222
"Speak but the word, and I murder half the senators of Venice; but stillâ€”""

""Fool! know, the bravo must be above crediting the nurse's antiquated tales of vice and virtue. What is virtue? What is vice? Nothing but such things as forms of government, custom, manners, and education have made sacred: and that which men are able to make honourable at one time, it is in their power to make dishonourable at another, whenever the humour takes them; had not the senate forbidden us to give opinions freely respecting the politics of Venice, there would have been nothing wrong in giving such opinions; and were the senate to declare that it is right to give such opinions, that which to-day is thought a crime would be thought meritorious to-morrow.",618,NOVEL19C,NOVEL19C_5S_1-EN_1805_Lewis-Matthew_TheBravoofVenice_Novel.txt,2,2,2,2,2,2,2,2,3,2,3,2.666666667,,2.333333333,2,2.333333333,2.222222222,1,0,1,0.666666667,0.666666667,0.296296296
"Stanway stopped him. 'I don't want to be bothered now. Later on in the afternoon, before Mr. Twemlow comes.... Did you write and ask him to call at four thirty?' 'Yes,' said Ryley, departing without a sign on his face, the model clerk. 'Fool!'",696,NOVEL19C,NOVEL19C_5S_1-EN_1902_Bellamy-Edward_Eleonora_Novel.txt,4,2,3,3,5,4,5,4.666666667,3,2,3,2.666666667,,4,2.666666667,3.666666667,3.444444444,2,2,2,2,2,0.814814815
"Stigmas short, feathery. Grain narrow oblong, obtuse at both ends. DISTRIBUTION OF SPECIES: EUROPE, AMERICA,
FALKLAND ISLANDS, FUEGIA, AUSTRALIA, NEW ZEALAND. VAR. â€” AGROSTIS GELIDA, F. Mueller; Handb.",14,19CNONFIC,19CNONFIC_5S_coo-31924001735723-norm.txt,1,1,3,1.666666667,1,1,1,1,1,1,1,1,,1,1,1.666666667,1.222222222,0,0,2,0.666666667,0.666666667,0.296296296
"Still holding his watch
in his hand, he contented himself with replying,
138
1 What a plague would you have me do with that little
marmot? If we stop his drowning, we shall have
him to feed; and what profit would there be in that?' While all the people around him shed tears, he smoked
as quietly as if nothing had happened. ""All at once, a great noise was heard. It was my
mother; who, exerting all her strength, tore herself
away from her tormentor, all bloody as she was, and
in her despair seized hold of the Newfoundland dog,
with the sudden hope that he would be more compassionate
than these dealers in human flesh.",100,19CNONFIC,19CNONFIC_5S_hvd-32044011434495-norm.txt,5,5,5,5,4,5,4,4.333333333,5,5,5,5,,4.666666667,5,4.666666667,4.777777778,1,0,1,0.666666667,0.666666667,0.296296296
"Take it back to the spot where the others had been blown to her? She tried to rise to do so; but, to her own terror, she found she was so powerless, that she actually could not walk. With desperate calmness she placed it in the little secret drawer, put up the remainder of her papers, closed and locked her desk, and laid down upon her bed, for she could sit up no longer. Ellis came to her with an inquiry after her head, and if she could take her dinner. Ellen asked for a cup of coffee, and to be left quite quiet instead, as writing had not decreased the pain; and the housekeeper, accustomed to such casual attacks, did as she was requested, and came frequently to see her in the course of the afternoon and evening; still without perceiving any thing unusual, and, therefore, not tormenting her with any expression of surprise or anxiety.",641,NOVEL19C,NOVEL19C_5S_1-EN_1847_Aguilar-Grace_HomeInfluence_Novel.txt,5,4,4,4.333333333,5,5,5,5,2,5,4,3.666666667,,4,4.666666667,4.333333333,4.333333333,3,1,1,1.333333333,1.666666667,0.444444444
"Temperature,
barometric pressure, the deposit of something from the air
of the laboratory, or from the fingers on the parts weighed, and
especially the humidity of the air, may all be different at the
second weighing than at first. If we may trust our experience,
it is almost impossible to make satisfactory combustions in
showery weather. Where combustions are made in large numbers, say sixteen to
eighteen a day, by one operator, with two furnaces, very satisfactory
results may be obtained by weighing direct from the furnace,
finishing the aspiration with oxygen, instead of air, and using the
last weight of one combustion as the first weight of the next one. Of course in arbitration work, this would hardly be satisfactory. Direct experiments show that with the apparatus arranged as
above, the oxygen in the potash bulb and prolong is all removed
by air during aspiration, when about 800 cc.",20,19CNONFIC,19CNONFIC_5S_coo-31924003030255-norm.txt,1,3,3,2.333333333,1,3,2,2,1,1,2,1.333333333,,1,2.333333333,2.333333333,1.888888889,0,2,1,1,1,0.37037037
"That it is necessary, the diameter of the least end of one of these Instruments be equal to ( if not greater than ) the diameter of the orifice of the Speakers mouth, and that what it wants of that, so much the less does the Instrument magnify the Voice. That the Instrument must be enlarged by degrees, and not too suddenly. That the Mouth-piece of it must be so applied and adapted to the Speakers mouth, that no Air or Breath be lost, and yet the Mouth have free liberty of opening and shutting, that so the Articulation be entirely preserved. That the Point, where the voice is most magnified, is the Center of its greater Orifice. That the turning and winding of this Instrument, either Trumpet-wife, or in any other Circular figure, is so far from prejudicing it, that it the rather strengthens the voice.",368,SCIENCE,SCIENCE_5S_101120____1671.txt,1,3,2,2,1,1,1,1,1,1,2,1.333333333,,1,1.666666667,1.666666667,1.444444444,0,2,1,1,1,0.37037037
"That it is not clammy to the touch. That the Air does not much discolour it, or the blade of a knife; as is usual with most Vegetable Juices.4. That it became in the glass. viol, I drew it into, suddenly concret and stiff, and did in some days dry into a firm Cake. That it then also, when well dried, retained its fierce biting taste and white colour.",322,SCIENCE,SCIENCE_5S_100968____1672.txt,1,5,5,3.666666667,2,2,2,2,1,1,2,1.333333333,,1.333333333,2.666666667,3,2.333333333,1,4,3,2.333333333,2.666666667,0.888888889
"The
THE TILLER hopes BURNT OFF. A FRANTIC SCENE. 351
pilot, being elevated on the hurricane deck, at the instant
of perceiving the flames, put the head of the boat shoreward. She had scarcely got under good way in that direction, than
the tiller ropes were burnt asunder. Two miles, at least,
from the land, the vessel took a sheer, and, born upon by
the current, made several revolutions, until she struck off
across the river.",88,19CNONFIC,19CNONFIC_5S_hvd-32044004825857-norm.txt,5,5,5,5,3,4,5,4,2,4,4,3.333333333,,3.333333333,4.333333333,4.666666667,4.111111111,3,1,1,1.666666667,1.666666667,0.592592593
"The 2 day it ran frothy; it tasted salt, ( which yet he is apt to think hot rather than really salt, because that day the inflammation was at the height ). The 3 day it roaped exceedingly; on which day a small pin hole broke directly over the place of the Stone and ran with purulent matter as for= merly. The 4 day the saliva ran insipid, sensibly cold in the mouth; ( which again confirms me in that opinion, that the former sharp taste was the effect of heat, and not the immediate quality of a salt humour; ) very little frothy. The 5 day ( which was the day of the incision, ) it ran as on the 4th but left an extreme claminess on the teeth, insomuch that they often clave together, as though they had been joined together with glue. Upon the incision, which proved not wide enough, the membranes or baggs, wherein the Stone lay, came away first.",308,SCIENCE,SCIENCE_5S_100931____1672.txt,1,5,5,3.666666667,1,5,4,3.333333333,1,4,3,2.666666667,,1,4.666666667,4,3.222222222,0,1,2,1,1,0.37037037
"The best time to begin propagation
is early March, with the roots of
plants that have been grown on a
bench for winter flowering. The bou
vardia roots very slowly and unsatisfactorily
from the young top growths,
and in ordinary practice that is not
considered a practical method of propagating
this plant. We will begin
with the young roots. Don'T take the
large roots near the base of the plants,
nor the thin, threadlike roots of the
widest growth. Choose the growths
between these.",17,19CNONFIC,19CNONFIC_5S_coo-31924002817280-norm.txt,1,4,5,3.333333333,2,3,3,2.666666667,1,2,3,2,,1.333333333,3,3.666666667,2.666666667,1,2,2,1.333333333,1.666666667,0.444444444
"The consequence
is, that legislation has thus far neglected its
most important duties. With these preliminary remarks, I now proceed
to the main subject of this discourse â€”
The Annexation of Texas to the Federal
Union. When I discussed this subject before
you upon Thanksgiving day, last November,
1 was obliged to enter into a long argument to
(show that the discussion was necessary. Many
persons at that time doubted that any attempt
would be made to effect the annexation. Now,
alas!",86,19CNONFIC,19CNONFIC_5S_hvd-32044004476107-norm.txt,4,3,1,2.666666667,3,3,2,2.666666667,3,2,2,2.333333333,,3.333333333,2.666666667,1.666666667,2.555555556,1,1,1,0.333333333,1,0.148148148
"The Contents. Experiments for Improving the Art of Gunnery; To find out the Point-blank distance; the Quantity of Powder, for the just Charge of any Piece; and what Gun shoots farthest. An Answer to some Magnetical Inquiries, formerly published in these Transactions. Extract of a Letter from Paris, containing an Account of some Effects of Blood Transfused, and of two Monstrous Births, &amp; c.A Relation of two other Monsters, not long since produced in Devonshire. Some Observations made in Mines, and at Sea, occasioning a Conjecture about the Origin of Wind.",398,SCIENCE,SCIENCE_5S_101211____1666.txt,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,0,0,0,0,0
"The Description of a Well, and Earth in Lanchashire, taking Fire by a Candle approached to it. This was imparted by that Ingenious and Worthy Gentleman, Tho. mas Shirley Esq; an Eye-witness of the thing, now to be related in his own words; viz. About the later end of February 1659. returning from a Journey to my house in Wigan, I was entertained with the relation of an odd Spring, scituated in one Mr. Hamkley 's Ground ( if I mistake stake not ) about a mile from the Town, in that Road which leads to Warrington and Chester. The people of this Town did confidently affirm, that the Water of this Spring did burn like Oil; into which Error they suffered themselves to fall for want of a due examination of the following particulars.",400,SCIENCE,SCIENCE_5S_101217____1666.txt,3,4,4,3.666666667,3,2,3,2.666666667,1,1,2,1.333333333,,2.333333333,2.333333333,3,2.555555556,2,3,2,2.333333333,2.333333333,0.814814815
"The Dormouse slowly opened his eyes. 'I wasn't asleep,' he said in a hoarse, feeble voice: 'I heard every word you fellows were saying.' 'Tell us a story!' said the March Hare. 'Yes, please do!'",663,NOVEL19C,NOVEL19C_5S_1-EN_1865_Carroll-Lewis_Alice-sAdventureinWonderland_Novel.txt,4,2,3,3,4,4,4,4,2,2,2,2,,3.333333333,2.666666667,3,3,2,2,2,2,2,0.666666667
"The employment of the uninterpretable symbol \/ â€” i in the
intermediate processes of trigonometry furnishes an illustration
of what has been said. Lapprehend that there is no mode
of explaining that application which does not covertly assume
the very principle in question. But that principle, though
not, as I conceive, warranted by formal reasoning based upon
other grounds, seems to deserve a place among those axiomatic
truths which constitute in some sense the foundation of general
knowledge, and which may properly be regarded as expressions
of the mind's own laws and constitution."" 68.) We are all familiar with the fact that algebraic reasoning
may be conducted through intermediate equations without requiring
a sustained reference to the meaning of these equations;
but it is paradoxical to say that these equations can, in
any case, have no meaning, no sense, no interpretation.",10,19CNONFIC,19CNONFIC_5S_chi-26784350-norm.txt,1,3,1,1.666666667,1,1,1,1,1,1,1,1,,1,1.666666667,1,1.222222222,0,2,0,0.666666667,0.666666667,0.296296296
"The first Spot had a little changed its figure; the second was quadrangular, longer from East to West, than from North to South; It appeared bigger than ordinary, and had withal on its sides, within the compass of the Crown, three other small spots. There were also seen four more without the said Crown on the South side; as they are marked in Tab. Fig. The Sixteenth, at six in the morning, there wet 27~ between the passage of the Suns Anterior limb, and the passage of the Anterior limb of the Crown through the same Horary circle; and 38~ between the passage of the anterior limb of the Crown, unto the passage of the Sun 's center. The Southern Limb of the Crown was '31/ 2 off from the parallel of the Equator, passing through the Center of the Sun towards the North.",364,SCIENCE,SCIENCE_5S_101111____1671.txt,1,2,4,2.333333333,1,1,1,1,1,1,1,1,,1,1.333333333,2,1.444444444,0,1,3,1.333333333,1.333333333,0.592592593
"The first voice was a man's, the second a woman's, and both spoke in whispers. ""I will see how he seems,"" replied the man. ""No, no, promise me,"" persisted the other. ""Let her have her way,"" whispered a third voice, also a woman. ""Well, well, I promise, then,"" answered the man.",674,NOVEL19C,NOVEL19C_5S_1-EN_1887_Bellamy-Edward_LookingBackward_Novel.txt,4,3,3,3.333333333,3,3,3,3,3,3,4,3.333333333,,3.333333333,3,3.333333333,3.222222222,1,0,1,0.333333333,0.666666667,0.148148148
"The Fulfilling
of the Scriptures. Lond. 1726.
folio. 10s. This elaborate work, by a Presbyterian
divine, contains a view of the operations
of Providence in preserving the chmvh
through all the vicissitudes of ecclesiastical
history.",29,19CNONFIC,19CNONFIC_5S_coo-31924014490746-norm.txt,1,1,1,1,2,1,2,1.666666667,2,1,1,1.333333333,,1.666666667,1,1.333333333,1.333333333,1,0,1,0.666666667,0.666666667,0.222222222
"The Heart and Club
(A. corticea) is very like the last, but can be usually
distinguished by the ground colour of the forewing
being faintly irrorated (as with broken wavy transverse
lines) with darker. It has a very great range of
variation from the palest grey to black. Some specimens
have a central black band and a pale grey brown
base and outer margin, others have these latter parts
black and the centre pale. The hindwings of the
males of this species are grey, not white. It is
abundant on the coast, and, locally, inland.",30,19CNONFIC,19CNONFIC_5S_coo-31924018308530-norm.txt,3,3,5,3.666666667,1,1,3,1.666666667,1,2,3,2,,1.666666667,2,3.666666667,2.444444444,2,2,2,2,2,0.814814815
"The hour perchance is not yet wholly ripe
\\ hen all shall own it. hut behold the type
Of what we are and shall he to tiie rest
(If the broad earth, in our own gulf expressed. Which through the eohl untomperod ocean pours
Its genial stream, that tar off Arctic shores
May sometime catch upon the softened breeze. Strange tropic Warmth and hints of summer seas! Digitised by the Internet Archive
in 2011 with funding from
Duke University Libraries

http: //www.archive.org/details/odeonmeetingofsoOOtimr

Hollinger Corp.
ph 8.5",73,19CNONFIC,19CNONFIC_5S_dul1-ark-13960-t71v6b547-norm.txt,2,3,4,3,1,2,2,1.666666667,1,1,3,1.666666667,,1.333333333,2,3,2.111111111,1,2,2,1.333333333,1.666666667,0.592592593
"The janitor or sexton, a severe old fellow, who wore a skull cap and loose slippers, was making a great to-do with a pile of pew cushions in a remote corner. The rain drummed with incessant monotony upon the slates overhead, and upon the stained windows on either hand. Page, who attended the church regularly every Sunday morning, now found it all strangely unfamiliar. The saints in the windows looked odd and unecclesiastical; the whole suggestion of the place was uncanonical. In the organ loft a tuner was at work upon the organ, and from time to time the distant mumbling of the thunder was mingled with a sonorous, prolonged note from the pipes.",700,NOVEL19C,NOVEL19C_5S_1-EN_1903_Norris-Frank_ThePit_Novel.txt,5,4,5,4.666666667,4,4,5,4.333333333,5,4,5,4.666666667,,4.666666667,4,5,4.555555556,1,0,0,0.333333333,0.333333333,0.148148148
"The King hath seen it and the performances of it with great satisfaction; and his Majesty is likely to make it his, and and then to bestow it on his Royal Academy of Philosophers, for making of farther Experiments with it. So far they. Nota Described at large in Numb. 6. of these Transactions. Nota.",336,SCIENCE,SCIENCE_5S_101011____1669.txt,4,3,1,2.666666667,4,4,3,3.666666667,2,1,1,1.333333333,,3.333333333,2.666666667,1.666666667,2.555555556,2,3,2,2.333333333,2.333333333,0.814814815
"The law which was passed in
1895 providing for local self-government gave the negro his
chance to rise to power. He demanded his share of the offices,
and the result was that many eastern North Carolina counties,
where the negroes were in the majority, became ""negroized. ""^**
In such counties as Bertie, Craven, Edgecombe, Halifax, New
Hanover, and Warren the local governments were controlled almost
entirely by negroes In five counties of the state there
were 143 negro magistrates, and altogether in the state there
were 300 black magistrates. Negroes held offices all the way
from township constable to Representative in the Congress
of the United States One thousand negroes held some sort
of office in the counties and towns of Eastern North Carolina. '^^
The western counties were not afifected to any considerable extent
by the negro in politics.",50,19CNONFIC,19CNONFIC_5S_dul1-ark-13960-t0vq36n79-norm.txt,5,5,4,4.666666667,3,3,3,3,4,3,4,3.666666667,,4,3.666666667,3.666666667,3.777777778,2,2,1,1.666666667,1.666666667,0.592592593
"The leaves are long, extremely
narrow, almost lineal. However, small as they are,
they retain the figure common to the species, that
is, lanceolate, broadest at the upper end, and attenuating
down to the petiole, which is very short,
leaves stand alternately, nearly erect, forming
two scries, or wings, on the arcuated stems. The
flov^ers, both in fizc and colour, resemble those of
the Antiilobe, and are Tingle from the axiilas of the
leaves on incurved penduncull, nodding downwards. I never saw the fruit. The dens, or caverns, dug
in the fand hilis, by the great land tortoise, called
here Gopher, present avery singular appearance:
ihefe vail caves are their castles and diurnal retreats,
from whence tiiey issue forth in the night, in search
f prey.",53,19CNONFIC,19CNONFIC_5S_dul1-ark-13960-t1cj9916g-norm.txt,2,4,5,3.666666667,1,1,3,1.666666667,1,1,5,2.333333333,,1.333333333,2,4.333333333,2.555555556,1,3,2,2,2,0.740740741
"The Matter that makes Porcellan. which he affirms to be nothing else but a transparent Sand, which they soak in water, and then reduce to a Mass or Dough, and so bake it. Not a word of the way of giving it the colour, which, it seems, they keep as a great secret. They have Gold and Silver Mines, but dig them not, pretending the danger and trouble in the work, and contenting themselves with the Filings and Dust of Gold, which they gather out of the Mud and Sand of Rivers and Fountains. The Fifth Book contains an account of their Works of Architecture, and other ingenious Mechanic Arts.",401,SCIENCE,SCIENCE_5S_101218____1666.txt,3,2,2,2.333333333,3,2,2,2.333333333,1,2,1,1.333333333,,2.333333333,2,1.666666667,2,2,0,1,1,1,0.444444444
